,time,temperature,humidity,wind_speed,precipation,condition,date
0,23,66.0,87,7.0,0.1,Rain,2019-08-31
1,0,65.0,90,12.0,0.1,Rain,2019-09-01
2,1,63.0,97,14.0,0.2,Rain,2019-09-01
3,2,63.0,93,8.0,0.0,Rain_with_Thunder,2019-09-01
4,3,62.0,93,8.0,0.1,T-Storm,2019-09-01
5,4,62.0,93,8.0,0.1,Cloudy,2019-09-01
6,5,62.0,90,9.0,0.0,Mostly_Cloudy,2019-09-01
7,6,63.0,90,5.0,0.0,Mostly_Cloudy,2019-09-01
8,7,65.0,81,0.0,0.0,Cloudy,2019-09-01
9,8,66.0,75,8.0,0.0,Cloudy,2019-09-01
10,9,70.0,71,6.0,0.0,Mostly_Cloudy,2019-09-01
11,10,71.0,70,3.0,0.0,Cloudy,2019-09-01
12,11,72.0,68,0.0,0.0,Cloudy,2019-09-01
13,12,72.0,68,3.0,0.0,Cloudy,2019-09-01
14,13,71.0,73,5.0,0.0,Cloudy,2019-09-01
15,14,71.0,73,0.0,0.0,Cloudy,2019-09-01
16,15,71.0,75,0.0,0.0,Cloudy,2019-09-01
17,16,71.0,75,0.0,0.0,Cloudy,2019-09-01
18,17,70.0,76,6.0,0.0,Mostly_Cloudy,2019-09-01
19,18,69.0,75,3.0,0.0,Cloudy,2019-09-01
20,19,69.0,75,3.0,0.0,Mostly_Cloudy,2019-09-01
21,20,68.0,78,0.0,0.0,Mostly_Cloudy,2019-09-01
22,21,69.0,75,3.0,0.0,Mostly_Cloudy,2019-09-01
23,22,67.0,81,0.0,0.0,Fair,2019-09-01
24,23,66.0,87,0.0,0.0,Fair,2019-09-01
25,0,63.0,90,5.0,0.0,Fair,2019-09-02
26,1,63.0,93,3.0,0.0,Fair,2019-09-02
27,2,63.0,93,3.0,0.0,Fair,2019-09-02
28,3,62.0,96,3.0,0.0,Fair,2019-09-02
29,4,63.0,93,3.0,0.0,Fair,2019-09-02
30,5,63.0,97,5.0,0.0,Fair,2019-09-02
31,6,67.0,87,5.0,0.0,Fair,2019-09-02
32,7,71.0,78,6.0,0.0,Fair,2019-09-02
33,8,75.0,69,7.0,0.0,Fair,2019-09-02
34,9,78.0,62,7.0,0.0,Fair,2019-09-02
35,10,79.0,60,7.0,0.0,Partly_Cloudy,2019-09-02
36,11,78.0,60,7.0,0.0,Mostly_Cloudy,2019-09-02
37,12,82.0,52,0.0,0.0,Mostly_Cloudy,2019-09-02
38,13,82.0,54,5.0,0.0,Partly_Cloudy,2019-09-02
39,14,82.0,54,7.0,0.0,Mostly_Cloudy,2019-09-02
40,15,83.0,51,7.0,0.0,Partly_Cloudy,2019-09-02
41,16,81.0,54,9.0,0.0,Fair,2019-09-02
42,17,80.0,56,9.0,0.0,Fair,2019-09-02
43,18,78.0,60,6.0,0.0,Fair,2019-09-02
44,19,76.0,64,5.0,0.0,Fair,2019-09-02
45,20,74.0,68,5.0,0.0,Fair,2019-09-02
46,21,73.0,73,6.0,0.0,Fair,2019-09-02
47,22,73.0,73,8.0,0.0,Fair,2019-09-02
48,23,71.0,78,6.0,0.0,Fair,2019-09-02
49,0,70.0,78,6.0,0.0,Fair,2019-09-03
50,1,70.0,78,9.0,0.0,Fair,2019-09-03
51,2,69.0,81,8.0,0.0,Fair,2019-09-03
52,3,69.0,81,6.0,0.0,Mostly_Cloudy,2019-09-03
53,4,69.0,81,5.0,0.0,Cloudy,2019-09-03
54,5,69.0,81,7.0,0.0,Rain,2019-09-03
55,6,69.0,81,7.0,0.0,T-Storm,2019-09-03
56,7,69.0,87,25.0,0.1,Rain_with_Thunder,2019-09-03
57,8,70.0,81,13.0,0.0,Cloudy,2019-09-03
58,9,70.0,81,21.0,0.0,Cloudy,2019-09-03
59,10,73.0,73,16.0,0.0,Cloudy,2019-09-03
60,11,74.0,73,16.0,0.0,Cloudy,2019-09-03
61,12,74.0,76,18.0,0.0,Cloudy,2019-09-03
62,13,76.0,79,13.0,0.0,Cloudy,2019-09-03
63,14,78.0,79,18.0,0.0,Mostly_Cloudy,2019-09-03
64,15,80.0,79,15.0,0.0,Mostly_Cloudy,2019-09-03
65,16,81.0,79,17.0,0.0,Mostly_Cloudy,2019-09-03
66,17,81.0,79,14.0,0.0,Partly_Cloudy,2019-09-03
67,18,79.0,84,9.0,0.0,Partly_Cloudy,2019-09-03
68,19,79.0,77,16.0,0.0,Mostly_Cloudy,2019-09-03
69,20,77.0,69,17.0,0.0,Fair,2019-09-03
70,21,75.0,57,13.0,0.0,Partly_Cloudy,2019-09-03
71,22,72.0,59,10.0,0.0,Fair,2019-09-03
72,23,69.0,63,7.0,0.0,Fair,2019-09-03
73,0,68.0,63,8.0,0.0,Fair,2019-09-04
74,1,66.0,68,8.0,0.0,Fair,2019-09-04
75,2,64.0,72,9.0,0.0,Fair,2019-09-04
76,3,63.0,72,9.0,0.0,Fair,2019-09-04
77,4,62.0,75,10.0,0.0,Fair,2019-09-04
78,5,62.0,75,8.0,0.0,Fair,2019-09-04
79,6,64.0,70,9.0,0.0,Fair,2019-09-04
80,7,66.0,68,10.0,0.0,Fair,2019-09-04
81,8,68.0,65,12.0,0.0,Mostly_Cloudy,2019-09-04
82,9,69.0,58,10.0,0.0,Mostly_Cloudy,2019-09-04
83,10,69.0,63,13.0,0.0,Mostly_Cloudy,2019-09-04
84,11,69.0,63,9.0,0.0,Mostly_Cloudy,2019-09-04
85,12,68.0,65,12.0,0.0,Mostly_Cloudy,2019-09-04
86,13,69.0,63,13.0,0.0,Mostly_Cloudy,2019-09-04
87,14,67.0,63,13.0,0.0,Mostly_Cloudy,2019-09-04
88,15,66.0,65,12.0,0.0,Mostly_Cloudy,2019-09-04
89,16,65.0,65,12.0,0.0,Mostly_Cloudy,2019-09-04
90,17,64.0,67,9.0,0.0,Mostly_Cloudy,2019-09-04
91,18,63.0,70,9.0,0.0,Partly_Cloudy,2019-09-04
92,19,63.0,70,8.0,0.0,Partly_Cloudy,2019-09-04
93,20,64.0,67,5.0,0.0,Cloudy,2019-09-04
94,21,64.0,67,8.0,0.0,Cloudy,2019-09-04
95,22,64.0,65,6.0,0.0,Cloudy,2019-09-04
96,23,63.0,65,8.0,0.0,Mostly_Cloudy,2019-09-04
97,0,63.0,63,9.0,0.0,Mostly_Cloudy,2019-09-05
98,1,60.0,69,5.0,0.0,Partly_Cloudy,2019-09-05
99,2,59.0,72,3.0,0.0,Partly_Cloudy,2019-09-05
100,3,57.0,77,3.0,0.0,Partly_Cloudy,2019-09-05
101,4,58.0,78,3.0,0.0,Partly_Cloudy,2019-09-05
102,5,58.0,78,3.0,0.0,Fair,2019-09-05
103,6,63.0,67,7.0,0.0,Partly_Cloudy,2019-09-05
104,7,65.0,61,0.0,0.0,Cloudy,2019-09-05
105,8,66.0,59,0.0,0.0,Cloudy,2019-09-05
106,9,66.0,56,0.0,0.0,Mostly_Cloudy,2019-09-05
107,10,68.0,55,0.0,0.0,Fair,2019-09-05
108,11,71.0,51,0.0,0.0,Fair,2019-09-05
109,12,72.0,48,5.0,0.0,Fair,2019-09-05
110,13,72.0,53,5.0,0.0,Fair,2019-09-05
111,14,71.0,55,3.0,0.0,Fair,2019-09-05
112,15,70.0,57,10.0,0.0,Fair,2019-09-05
113,16,69.0,58,10.0,0.0,Fair,2019-09-05
114,17,67.0,63,10.0,0.0,Fair,2019-09-05
115,18,66.0,65,6.0,0.0,Fair,2019-09-05
116,19,65.0,68,8.0,0.0,Partly_Cloudy,2019-09-05
117,20,65.0,68,7.0,0.0,Fair,2019-09-05
118,21,66.0,68,6.0,0.0,Fair,2019-09-05
119,22,65.0,73,5.0,0.0,Partly_Cloudy,2019-09-05
120,23,65.0,73,5.0,0.0,Mostly_Cloudy,2019-09-05
121,0,66.0,70,8.0,0.0,Cloudy,2019-09-06
122,1,66.0,70,9.0,0.0,Cloudy,2019-09-06
123,2,67.0,68,7.0,0.0,Mostly_Cloudy,2019-09-06
124,3,67.0,70,7.0,0.0,Cloudy,2019-09-06
125,4,67.0,73,9.0,0.0,Cloudy,2019-09-06
126,5,67.0,76,9.0,0.0,Mostly_Cloudy,2019-09-06
127,6,67.0,79,7.0,0.0,Cloudy,2019-09-06
128,7,70.0,76,8.0,0.0,Mostly_Cloudy,2019-09-06
129,8,70.0,81,13.0,0.0,Cloudy,2019-09-06
130,9,70.0,81,14.0,0.0,Cloudy,2019-09-06
131,10,74.0,68,14.0,0.0,Cloudy,2019-09-06
132,11,74.0,66,16.0,0.0,Cloudy,2019-09-06
133,12,74.0,66,16.0,0.0,Cloudy,2019-09-06
134,13,73.0,64,17.0,0.0,Cloudy,2019-09-06
135,14,71.0,66,15.0,0.0,Cloudy,2019-09-06
136,15,71.0,63,12.0,0.0,Cloudy,2019-09-06
137,16,70.0,65,10.0,0.0,Cloudy,2019-09-06
138,17,68.0,70,15.0,0.0,Cloudy,2019-09-06
139,18,68.0,65,9.0,0.0,Cloudy,2019-09-06
140,19,67.0,73,14.0,0.0,Cloudy,2019-09-06
141,20,66.0,78,7.0,0.0,Cloudy,2019-09-06
142,21,66.0,75,12.0,0.0,Cloudy,2019-09-06
143,22,66.0,73,10.0,0.0,Cloudy,2019-09-06
144,23,65.0,73,8.0,0.0,Mostly_Cloudy,2019-09-06
145,0,63.0,75,5.0,0.0,Partly_Cloudy,2019-09-07
146,1,61.0,83,5.0,0.0,Fair,2019-09-07
147,2,59.0,87,5.0,0.0,Fair,2019-09-07
148,3,58.0,87,6.0,0.0,Fair,2019-09-07
149,4,58.0,87,5.0,0.0,Partly_Cloudy,2019-09-07
150,5,58.0,90,6.0,0.0,Mostly_Cloudy,2019-09-07
151,6,63.0,75,7.0,0.0,Mostly_Cloudy,2019-09-07
152,7,66.0,68,6.0,0.0,Partly_Cloudy,2019-09-07
153,8,69.0,63,8.0,0.0,Partly_Cloudy,2019-09-07
154,9,71.0,59,10.0,0.0,Mostly_Cloudy,2019-09-07
155,10,73.0,59,7.0,0.0,Mostly_Cloudy,2019-09-07
156,11,75.0,51,7.0,0.0,Mostly_Cloudy,2019-09-07
157,12,77.0,46,12.0,0.0,Mostly_Cloudy,2019-09-07
158,13,79.0,47,13.0,0.0,Mostly_Cloudy,2019-09-07
159,14,79.0,47,16.0,0.0,Mostly_Cloudy,2019-09-07
160,15,79.0,48,13.0,0.0,Mostly_Cloudy,2019-09-07
161,16,76.0,54,10.0,0.0,Mostly_Cloudy,2019-09-07
162,17,73.0,57,12.0,0.0,Mostly_Cloudy,2019-09-07
163,18,71.0,63,13.0,0.0,Cloudy,2019-09-07
164,19,70.0,63,10.0,0.0,Cloudy,2019-09-07
165,20,69.0,68,10.0,0.0,Cloudy,2019-09-07
166,21,68.0,73,10.0,0.0,Cloudy,2019-09-07
167,22,68.0,73,10.0,0.0,Cloudy,2019-09-07
168,23,67.0,73,9.0,0.0,Cloudy,2019-09-07
169,0,67.0,70,9.0,0.0,Cloudy,2019-09-08
170,1,67.0,70,9.0,0.0,Cloudy,2019-09-08
171,2,67.0,63,8.0,0.0,Cloudy,2019-09-08
172,3,67.0,63,6.0,0.0,Cloudy,2019-09-08
173,4,67.0,66,7.0,0.0,Cloudy,2019-09-08
174,5,66.0,70,7.0,0.0,Cloudy,2019-09-08
175,6,66.0,73,10.0,0.0,Cloudy,2019-09-08
176,7,65.0,81,10.0,0.0,Rain,2019-09-08
177,8,63.0,87,12.0,0.0,Rain,2019-09-08
178,9,64.0,78,9.0,0.0,Cloudy,2019-09-08
179,10,63.0,75,7.0,0.0,Rain,2019-09-08
180,11,63.0,78,10.0,0.0,Cloudy,2019-09-08
181,12,63.0,72,7.0,0.0,Cloudy,2019-09-08
182,13,64.0,67,9.0,0.0,Cloudy,2019-09-08
183,14,65.0,65,10.0,0.0,Mostly_Cloudy,2019-09-08
184,15,66.0,56,13.0,0.0,Mostly_Cloudy,2019-09-08
185,16,66.0,63,9.0,0.0,Mostly_Cloudy,2019-09-08
186,17,65.0,68,12.0,0.0,Mostly_Cloudy,2019-09-08
187,18,64.0,70,6.0,0.0,Mostly_Cloudy,2019-09-08
188,19,64.0,72,7.0,0.0,Cloudy,2019-09-08
189,20,65.0,75,7.0,0.0,Cloudy,2019-09-08
190,21,64.0,78,7.0,0.0,Partly_Cloudy,2019-09-08
191,22,63.0,81,5.0,0.0,Mostly_Cloudy,2019-09-08
192,23,63.0,84,7.0,0.0,Fair,2019-09-08
193,0,63.0,84,0.0,0.0,Mostly_Cloudy,2019-09-09
194,1,63.0,84,3.0,0.0,Mostly_Cloudy,2019-09-09
195,2,63.0,87,5.0,0.0,Cloudy,2019-09-09
196,3,63.0,87,7.0,0.0,Cloudy,2019-09-09
197,4,63.0,87,8.0,0.0,Mostly_Cloudy,2019-09-09
198,5,63.0,87,9.0,0.0,Rain,2019-09-09
199,6,64.0,90,8.0,0.0,Mostly_Cloudy,2019-09-09
200,7,66.0,81,6.0,0.0,Mostly_Cloudy,2019-09-09
201,8,67.0,81,8.0,0.0,Mostly_Cloudy,2019-09-09
202,9,70.0,73,5.0,0.0,Cloudy,2019-09-09
203,10,70.0,76,6.0,0.0,Cloudy,2019-09-09
204,11,71.0,75,0.0,0.0,Mostly_Cloudy,2019-09-09
205,12,73.0,71,6.0,0.0,Cloudy,2019-09-09
206,13,73.0,73,9.0,0.0,Cloudy,2019-09-09
207,14,75.0,69,9.0,0.0,Mostly_Cloudy,2019-09-09
208,15,76.0,67,10.0,0.0,Mostly_Cloudy,2019-09-09
209,16,78.0,66,12.0,0.0,Mostly_Cloudy,2019-09-09
210,17,77.0,69,9.0,0.0,Mostly_Cloudy,2019-09-09
211,18,75.0,73,8.0,0.0,Mostly_Cloudy,2019-09-09
212,19,74.0,76,8.0,0.0,Mostly_Cloudy,2019-09-09
213,20,74.0,79,9.0,0.0,Mostly_Cloudy,2019-09-09
214,21,73.0,81,8.0,0.0,Mostly_Cloudy,2019-09-09
215,22,73.0,81,8.0,0.0,Mostly_Cloudy,2019-09-09
216,23,73.0,81,9.0,0.0,Mostly_Cloudy,2019-09-09
217,0,75.0,73,13.0,0.0,Mostly_Cloudy,2019-09-10
218,1,75.0,73,16.0,0.0,Mostly_Cloudy,2019-09-10
219,2,74.0,76,13.0,0.0,Mostly_Cloudy,2019-09-10
220,3,74.0,73,13.0,0.0,Mostly_Cloudy,2019-09-10
221,4,74.0,73,12.0,0.0,Mostly_Cloudy,2019-09-10
222,5,75.0,73,8.0,0.0,Mostly_Cloudy,2019-09-10
223,6,75.0,73,0.0,0.0,Mostly_Cloudy,2019-09-10
224,7,77.0,71,9.0,0.0,Mostly_Cloudy,2019-09-10
225,8,81.0,67,9.0,0.0,Mostly_Cloudy,2019-09-10
226,9,84.0,63,12.0,0.0,Mostly_Cloudy,2019-09-10
227,10,86.0,61,13.0,0.0,Mostly_Cloudy,2019-09-10
228,11,88.0,57,17.0,0.0,Mostly_Cloudy,2019-09-10
229,12,90.0,54,17.0,0.0,Mostly_Cloudy,2019-09-10
230,13,90.0,52,18.0,0.0,Mostly_Cloudy,2019-09-10
231,14,89.0,52,20.0,0.0,Mostly_Cloudy,2019-09-10
232,15,87.0,55,14.0,0.0,Mostly_Cloudy,2019-09-10
233,16,86.0,57,14.0,0.0,Mostly_Cloudy,2019-09-10
234,17,84.0,63,8.0,0.0,Mostly_Cloudy,2019-09-10
235,18,83.0,67,5.0,0.0,Cloudy,2019-09-10
236,19,82.0,69,7.0,0.0,Cloudy,2019-09-10
237,20,81.0,74,6.0,0.0,Cloudy,2019-09-10
238,21,81.0,74,7.0,0.0,Partly_Cloudy,2019-09-10
239,22,79.0,77,5.0,0.0,Mostly_Cloudy,2019-09-10
240,23,78.0,81,5.0,0.0,Partly_Cloudy,2019-09-10
241,0,78.0,81,6.0,0.0,Partly_Cloudy,2019-09-11
242,1,76.0,85,6.0,0.0,Mostly_Cloudy,2019-09-11
243,2,76.0,87,5.0,0.0,Partly_Cloudy,2019-09-11
244,3,75.0,90,5.0,0.0,Mostly_Cloudy,2019-09-11
245,4,75.0,90,6.0,0.0,Mostly_Cloudy,2019-09-11
246,5,75.0,90,6.0,0.0,Mostly_Cloudy,2019-09-11
247,6,76.0,87,7.0,0.0,Mostly_Cloudy,2019-09-11
248,7,79.0,79,9.0,0.0,Mostly_Cloudy,2019-09-11
249,8,81.0,77,9.0,0.0,Mostly_Cloudy,2019-09-11
250,9,83.0,69,13.0,0.0,Mostly_Cloudy,2019-09-11
251,10,86.0,65,12.0,0.0,Mostly_Cloudy,2019-09-11
252,11,88.0,59,15.0,0.0,Mostly_Cloudy,2019-09-11
253,12,90.0,54,18.0,0.0,Mostly_Cloudy,2019-09-11
254,13,90.0,52,17.0,0.0,Mostly_Cloudy,2019-09-11
255,14,89.0,55,20.0,0.0,Mostly_Cloudy,2019-09-11
256,15,87.0,59,14.0,0.0,Mostly_Cloudy,2019-09-11
257,16,86.0,63,9.0,0.0,Cloudy,2019-09-11
258,17,85.0,65,10.0,0.0,Mostly_Cloudy,2019-09-11
259,18,84.0,69,8.0,0.0,Partly_Cloudy,2019-09-11
260,19,83.0,69,8.0,0.0,Partly_Cloudy,2019-09-11
261,20,82.0,74,10.0,0.0,Partly_Cloudy,2019-09-11
262,21,80.0,79,7.0,0.0,Cloudy,2019-09-11
263,22,75.0,73,20.0,0.0,Cloudy,2019-09-11
264,23,71.0,87,0.0,0.0,Drizzle,2019-09-11
265,0,70.0,93,6.0,0.0,Mostly_Cloudy,2019-09-12
266,1,70.0,93,7.0,0.0,Mostly_Cloudy,2019-09-12
267,2,69.0,93,8.0,0.0,Thunder_in_the_Vicinity,2019-09-12
268,3,69.0,90,7.0,0.2,Heavy_T-Storm,2019-09-12
269,4,69.0,93,0.0,0.0,Rain_with_Thunder,2019-09-12
270,5,70.0,93,3.0,0.0,Mostly_Cloudy,2019-09-12
271,6,69.0,93,6.0,0.0,Cloudy,2019-09-12
272,7,68.0,93,6.0,0.0,Cloudy,2019-09-12
273,8,69.0,90,7.0,0.0,Cloudy,2019-09-12
274,9,70.0,90,9.0,0.0,Cloudy,2019-09-12
275,10,71.0,90,10.0,0.0,Cloudy,2019-09-12
276,11,74.0,82,12.0,0.0,Cloudy,2019-09-12
277,12,75.0,82,8.0,0.0,Partly_Cloudy,2019-09-12
278,13,80.0,71,6.0,0.0,Partly_Cloudy,2019-09-12
279,14,81.0,69,8.0,0.0,Mostly_Cloudy,2019-09-12
280,15,79.0,74,8.0,0.0,Mostly_Cloudy,2019-09-12
281,16,80.0,74,9.0,0.0,Partly_Cloudy,2019-09-12
282,17,79.0,77,9.0,0.0,Partly_Cloudy,2019-09-12
283,18,78.0,79,10.0,0.0,Partly_Cloudy,2019-09-12
284,19,80.0,71,14.0,0.0,Fair,2019-09-12
285,20,78.0,74,12.0,0.0,Fair,2019-09-12
286,21,77.0,79,9.0,0.0,Mostly_Cloudy,2019-09-12
287,22,77.0,79,12.0,0.0,Mostly_Cloudy,2019-09-12
288,23,77.0,79,13.0,0.0,Cloudy,2019-09-12
289,0,78.0,76,8.0,0.0,Cloudy,2019-09-13
290,1,79.0,74,0.0,0.0,Cloudy,2019-09-13
291,2,75.0,83,0.0,0.0,Thunder,2019-09-13
292,3,71.0,96,7.0,0.0,Rain_with_Thunder,2019-09-13
293,4,71.0,96,10.0,0.1,Heavy_T-Storm,2019-09-13
294,5,71.0,96,7.0,0.1,T-Storm,2019-09-13
295,6,73.0,93,8.0,0.0,Cloudy,2019-09-13
296,7,73.0,90,8.0,0.0,Cloudy,2019-09-13
297,8,73.0,87,13.0,0.0,Cloudy,2019-09-13
298,9,74.0,85,14.0,0.0,Mostly_Cloudy,2019-09-13
299,10,77.0,71,20.0,0.0,Mostly_Cloudy,2019-09-13
300,11,77.0,58,23.0,0.0,Mostly_Cloudy,2019-09-13
301,12,77.0,58,21.0,0.0,Mostly_Cloudy,2019-09-13
302,13,76.0,58,21.0,0.0,Mostly_Cloudy,2019-09-13
303,14,74.0,57,21.0,0.0,Mostly_Cloudy,2019-09-13
304,15,73.0,57,17.0,0.0,Mostly_Cloudy,2019-09-13
305,16,72.0,57,20.0,0.0,Mostly_Cloudy,2019-09-13
306,17,70.0,57,15.0,0.0,Partly_Cloudy,2019-09-13
307,18,68.0,61,8.0,0.0,Partly_Cloudy,2019-09-13
308,19,66.0,63,9.0,0.0,Fair,2019-09-13
309,20,64.0,70,6.0,0.0,Fair,2019-09-13
310,21,63.0,75,7.0,0.0,Fair,2019-09-13
311,22,62.0,78,7.0,0.0,Fair,2019-09-13
312,23,62.0,75,7.0,0.0,Fair,2019-09-13
313,0,61.0,81,6.0,0.0,Fair,2019-09-14
314,1,61.0,81,6.0,0.0,Fair,2019-09-14
315,2,62.0,78,7.0,0.0,Fair,2019-09-14
316,3,60.0,83,5.0,0.0,Fair,2019-09-14
317,4,60.0,83,3.0,0.0,Fair,2019-09-14
318,5,58.0,90,7.0,0.0,Fair,2019-09-14
319,6,61.0,83,7.0,0.0,Fair,2019-09-14
320,7,65.0,73,6.0,0.0,Fair,2019-09-14
321,8,68.0,65,7.0,0.0,Fair,2019-09-14
322,9,71.0,57,7.0,0.0,Fair,2019-09-14
323,10,74.0,53,8.0,0.0,Fair,2019-09-14
324,11,76.0,54,13.0,0.0,Fair,2019-09-14
325,12,78.0,54,9.0,0.0,Fair,2019-09-14
326,13,80.0,50,14.0,0.0,Fair,2019-09-14
327,14,81.0,50,13.0,0.0,Fair,2019-09-14
328,15,81.0,49,13.0,0.0,Fair,2019-09-14
329,16,80.0,45,10.0,0.0,Partly_Cloudy,2019-09-14
330,17,79.0,48,6.0,0.0,Partly_Cloudy,2019-09-14
331,18,77.0,56,7.0,0.0,Mostly_Cloudy,2019-09-14
332,19,77.0,56,7.0,0.0,Mostly_Cloudy,2019-09-14
333,20,75.0,60,6.0,0.0,Mostly_Cloudy,2019-09-14
334,21,73.0,66,8.0,0.0,Mostly_Cloudy,2019-09-14
335,22,73.0,64,8.0,0.0,Partly_Cloudy,2019-09-14
336,23,73.0,61,8.0,0.0,Thunder,2019-09-14
337,0,72.0,68,12.0,0.0,Rain_with_Thunder,2019-09-15
338,1,70.0,65,12.0,0.0,Cloudy,2019-09-15
339,2,68.0,76,8.0,0.0,Rain,2019-09-15
340,3,66.0,84,13.0,0.0,Rain_with_Thunder,2019-09-15
341,4,64.0,93,13.0,0.2,Rain,2019-09-15
342,5,64.0,93,17.0,0.0,T-Storm,2019-09-15
343,6,64.0,94,17.0,0.1,Rain,2019-09-15
344,7,64.0,96,13.0,0.0,Rain,2019-09-15
345,8,67.0,90,16.0,0.0,Cloudy,2019-09-15
346,9,68.0,84,14.0,0.0,Mostly_Cloudy,2019-09-15
347,10,68.0,87,14.0,0.0,Mostly_Cloudy,2019-09-15
348,11,71.0,78,10.0,0.0,Mostly_Cloudy,2019-09-15
349,12,76.0,74,13.0,0.0,Partly_Cloudy,2019-09-15
350,13,77.0,74,13.0,0.0,Partly_Cloudy,2019-09-15
351,14,77.0,74,12.0,0.0,Mostly_Cloudy,2019-09-15
352,15,77.0,74,6.0,0.0,Cloudy,2019-09-15
353,16,77.0,74,9.0,0.0,Cloudy,2019-09-15
354,17,76.0,79,5.0,0.0,Rain,2019-09-15
355,18,76.0,82,5.0,0.0,Mostly_Cloudy,2019-09-15
356,19,76.0,82,5.0,0.0,Mostly_Cloudy,2019-09-15
357,20,74.0,85,6.0,0.0,Fair,2019-09-15
358,21,73.0,87,3.0,0.0,Fair,2019-09-15
359,22,72.0,91,6.0,0.0,Fair,2019-09-15
360,23,72.0,91,0.0,0.0,Fair,2019-09-15
361,0,71.0,93,0.0,0.0,Mostly_Cloudy,2019-09-16
362,1,72.0,91,0.0,0.0,Mostly_Cloudy,2019-09-16
363,2,71.0,93,6.0,0.0,Cloudy,2019-09-16
364,3,70.0,93,3.0,0.0,Fair,2019-09-16
365,4,71.0,93,5.0,0.0,Mostly_Cloudy,2019-09-16
366,5,71.0,93,8.0,0.0,Cloudy,2019-09-16
367,6,71.0,90,9.0,0.0,Cloudy,2019-09-16
368,7,70.0,93,10.0,0.0,Cloudy,2019-09-16
369,8,70.0,90,7.0,0.0,Cloudy,2019-09-16
370,9,70.0,90,6.0,0.0,Cloudy,2019-09-16
371,10,71.0,87,8.0,0.0,Cloudy,2019-09-16
372,11,72.0,81,8.0,0.0,Cloudy,2019-09-16
373,12,73.0,79,10.0,0.0,Mostly_Cloudy,2019-09-16
374,13,74.0,73,8.0,0.0,Mostly_Cloudy,2019-09-16
375,14,75.0,71,6.0,0.0,Mostly_Cloudy,2019-09-16
376,15,75.0,69,6.0,0.0,Partly_Cloudy,2019-09-16
377,16,73.0,76,6.0,0.0,Partly_Cloudy,2019-09-16
378,17,69.0,84,8.0,0.0,Mostly_Cloudy,2019-09-16
379,18,67.0,90,8.0,0.0,Mostly_Cloudy,2019-09-16
380,19,67.0,90,8.0,0.0,Mostly_Cloudy,2019-09-16
381,20,67.0,90,12.0,0.0,Cloudy,2019-09-16
382,21,67.0,90,8.0,0.0,Cloudy,2019-09-16
383,22,67.0,90,7.0,0.0,Cloudy,2019-09-16
384,23,67.0,90,7.0,0.0,Cloudy,2019-09-16
385,0,66.0,93,8.0,0.0,Cloudy,2019-09-17
386,1,66.0,96,6.0,0.0,Cloudy,2019-09-17
387,2,66.0,93,5.0,0.0,Cloudy,2019-09-17
388,3,67.0,93,6.0,0.0,Cloudy,2019-09-17
389,4,67.0,93,7.0,0.0,Mostly_Cloudy,2019-09-17
390,5,67.0,93,6.0,0.0,Mostly_Cloudy,2019-09-17
391,6,67.0,93,7.0,0.0,Cloudy,2019-09-17
392,7,69.0,87,10.0,0.0,Mostly_Cloudy,2019-09-17
393,8,70.0,87,7.0,0.0,Cloudy,2019-09-17
394,9,72.0,81,7.0,0.0,Cloudy,2019-09-17
395,10,73.0,79,6.0,0.0,Mostly_Cloudy,2019-09-17
396,11,77.0,66,7.0,0.0,Mostly_Cloudy,2019-09-17
397,12,78.0,64,8.0,0.0,Mostly_Cloudy,2019-09-17
398,13,78.0,66,9.0,0.0,Mostly_Cloudy,2019-09-17
399,14,77.0,71,8.0,0.0,Mostly_Cloudy,2019-09-17
400,15,77.0,66,12.0,0.0,Mostly_Cloudy,2019-09-17
401,16,74.0,68,10.0,0.0,Mostly_Cloudy,2019-09-17
402,17,73.0,71,10.0,0.0,Mostly_Cloudy,2019-09-17
403,18,71.0,75,8.0,0.0,Mostly_Cloudy,2019-09-17
404,19,70.0,78,8.0,0.0,Mostly_Cloudy,2019-09-17
405,20,70.0,84,8.0,0.0,Mostly_Cloudy,2019-09-17
406,21,69.0,87,3.0,0.0,Cloudy,2019-09-17
407,22,69.0,78,7.0,0.0,Partly_Cloudy,2019-09-17
408,23,68.0,81,5.0,0.0,Fair,2019-09-17
409,0,68.0,78,8.0,0.0,Fair,2019-09-18
410,1,67.0,79,9.0,0.0,Fair,2019-09-18
411,2,66.0,81,8.0,0.0,Fair,2019-09-18
412,3,65.0,84,7.0,0.0,Fair,2019-09-18
413,4,65.0,81,8.0,0.0,Fair,2019-09-18
414,5,64.0,84,8.0,0.0,Fair,2019-09-18
415,6,66.0,81,8.0,0.0,Fair,2019-09-18
416,7,70.0,73,8.0,0.0,Partly_Cloudy,2019-09-18
417,8,74.0,64,9.0,0.0,Fair,2019-09-18
418,9,77.0,58,8.0,0.0,Partly_Cloudy,2019-09-18
419,10,79.0,56,8.0,0.0,Partly_Cloudy,2019-09-18
420,11,80.0,56,10.0,0.0,Mostly_Cloudy,2019-09-18
421,12,80.0,54,7.0,0.0,Mostly_Cloudy,2019-09-18
422,13,82.0,47,8.0,0.0,Mostly_Cloudy,2019-09-18
423,14,82.0,49,10.0,0.0,Mostly_Cloudy,2019-09-18
424,15,83.0,46,12.0,0.0,Partly_Cloudy,2019-09-18
