,time,temperature,humidity,wind_speed,precipation,condition,date
5057,16,48.0,63,31.0,0.0,Cloudy,2020-03-29
5058,17,47.0,66,26.0,0.0,Cloudy,2020-03-29
5059,18,47.0,68,20.0,0.0,Cloudy,2020-03-29
5060,19,47.0,71,26.0,0.0,Cloudy,2020-03-29
5061,20,46.0,71,16.0,0.0,Cloudy,2020-03-29
5062,21,45.0,76,21.0,0.0,Cloudy,2020-03-29
5063,22,45.0,71,22.0,0.0,Cloudy,2020-03-29
5064,23,45.0,71,17.0,0.0,Cloudy,2020-03-29
5065,0,44.0,71,17.0,0.0,Cloudy,2020-03-30
5066,1,44.0,71,17.0,0.0,Mostly_Cloudy,2020-03-30
5067,2,44.0,68,13.0,0.0,Cloudy,2020-03-30
5068,3,43.0,68,18.0,0.0,Cloudy,2020-03-30
5069,4,43.0,68,16.0,0.0,Cloudy,2020-03-30
5070,5,41.0,73,14.0,0.0,Partly_Cloudy,2020-03-30
5071,6,42.0,70,15.0,0.0,Fair,2020-03-30
5072,7,43.0,71,14.0,0.0,Mostly_Cloudy,2020-03-30
5073,8,47.0,61,17.0,0.0,Mostly_Cloudy,2020-03-30
5074,9,47.0,61,16.0,0.0,Mostly_Cloudy,2020-03-30
5075,10,50.0,54,14.0,0.0,Mostly_Cloudy,2020-03-30
5076,11,49.0,52,13.0,0.0,Mostly_Cloudy,2020-03-30
5077,12,48.0,56,17.0,0.0,Cloudy,2020-03-30
5078,13,48.0,56,13.0,0.0,Cloudy,2020-03-30
5079,14,46.0,63,10.0,0.0,Cloudy,2020-03-30
5080,15,43.0,68,9.0,0.0,Mostly_Cloudy,2020-03-30
5081,16,42.0,67,9.0,0.0,Cloudy,2020-03-30
5082,17,41.0,73,10.0,0.0,Mostly_Cloudy,2020-03-30
5083,18,41.0,73,6.0,0.0,Cloudy,2020-03-30
5084,19,41.0,70,9.0,0.0,Cloudy,2020-03-30
5085,20,41.0,67,7.0,0.0,Cloudy,2020-03-30
5086,21,41.0,67,10.0,0.0,Cloudy,2020-03-30
5087,22,40.0,73,10.0,0.0,Cloudy,2020-03-30
5088,23,39.0,82,14.0,0.0,Cloudy,2020-03-30
5089,0,39.0,79,10.0,0.0,Cloudy,2020-03-31
5090,1,38.0,79,12.0,0.0,Cloudy,2020-03-31
5091,2,38.0,76,10.0,0.0,Cloudy,2020-03-31
5092,3,38.0,76,10.0,0.0,Cloudy,2020-03-31
5093,4,37.0,81,15.0,0.0,Cloudy,2020-03-31
5094,5,37.0,82,9.0,0.0,Cloudy,2020-03-31
5095,6,37.0,93,8.0,0.0,Drizzle,2020-03-31
5096,7,37.0,93,10.0,0.0,Cloudy,2020-03-31
5097,8,38.0,93,10.0,0.0,Cloudy,2020-03-31
5098,9,38.0,93,10.0,0.0,Drizzle,2020-03-31
5099,10,39.0,86,12.0,0.0,Cloudy,2020-03-31
5100,11,41.0,76,12.0,0.0,Cloudy,2020-03-31
5101,12,42.0,73,13.0,0.0,Cloudy,2020-03-31
5102,13,42.0,76,13.0,0.0,Cloudy,2020-03-31
5103,14,41.0,82,14.0,0.0,Cloudy,2020-03-31
5104,15,41.0,79,13.0,0.0,Cloudy,2020-03-31
5105,16,40.0,83,13.0,0.0,Cloudy,2020-03-31
5106,17,39.0,86,12.0,0.0,Cloudy,2020-03-31
5107,18,39.0,82,14.0,0.0,Cloudy,2020-03-31
5108,19,39.0,86,12.0,0.0,Cloudy,2020-03-31
5109,20,39.0,86,10.0,0.0,Cloudy,2020-03-31
5110,21,39.0,86,14.0,0.0,Cloudy,2020-03-31
5111,22,39.0,86,8.0,0.0,Cloudy,2020-03-31
5112,23,39.0,86,10.0,0.0,Cloudy,2020-03-31
5113,0,39.0,86,9.0,0.0,Cloudy,2020-04-01
5114,1,39.0,86,8.0,0.0,Cloudy,2020-04-01
5115,2,39.0,86,9.0,0.0,Cloudy,2020-04-01
5116,3,39.0,82,8.0,0.0,Cloudy,2020-04-01
5117,4,39.0,82,8.0,0.0,Cloudy,2020-04-01
5118,5,39.0,86,6.0,0.0,Cloudy,2020-04-01
5119,6,40.0,86,7.0,0.0,Cloudy,2020-04-01
5120,7,40.0,86,7.0,0.0,Cloudy,2020-04-01
5121,8,42.0,85,8.0,0.0,Cloudy,2020-04-01
5122,9,45.0,80,5.0,0.0,Cloudy,2020-04-01
5123,10,46.0,76,8.0,0.0,Cloudy,2020-04-01
5124,11,50.0,63,6.0,0.0,Mostly_Cloudy,2020-04-01
5125,12,53.0,55,8.0,0.0,Mostly_Cloudy,2020-04-01
5126,13,51.0,61,13.0,0.0,Mostly_Cloudy,2020-04-01
5127,14,50.0,59,12.0,0.0,Partly_Cloudy,2020-04-01
5128,15,50.0,59,10.0,0.0,Fair,2020-04-01
5129,16,48.0,61,12.0,0.0,Fair,2020-04-01
5130,17,45.0,71,10.0,0.0,Fair,2020-04-01
5131,18,42.0,82,5.0,0.0,Fair,2020-04-01
5132,19,41.0,86,6.0,0.0,Fair,2020-04-01
5133,20,39.0,89,6.0,0.0,Fair,2020-04-01
5134,21,38.0,93,5.0,0.0,Fair,2020-04-01
5135,22,37.0,93,3.0,0.0,Fair,2020-04-01
5136,23,37.0,93,3.0,0.0,Fair,2020-04-01
5137,0,36.0,97,0.0,0.0,Fair,2020-04-02
5138,1,36.0,93,0.0,0.0,Fair,2020-04-02
5139,2,35.0,92,0.0,0.0,Fair,2020-04-02
5140,3,34.0,96,3.0,0.0,Fair,2020-04-02
5141,4,32.0,100,0.0,0.0,Fair,2020-04-02
5142,5,33.0,100,0.0,0.0,Fair,2020-04-02
5143,6,36.0,97,0.0,0.0,Fair,2020-04-02
5144,7,40.0,89,0.0,0.0,Partly_Cloudy,2020-04-02
5145,8,45.0,76,7.0,0.0,Partly_Cloudy,2020-04-02
5146,9,51.0,56,7.0,0.0,Partly_Cloudy,2020-04-02
5147,10,54.0,45,5.0,0.0,Partly_Cloudy,2020-04-02
5148,11,57.0,42,0.0,0.0,Partly_Cloudy,2020-04-02
5149,12,57.0,45,9.0,0.0,Mostly_Cloudy,2020-04-02
5150,13,57.0,44,10.0,0.0,Mostly_Cloudy,2020-04-02
5151,14,56.0,44,10.0,0.0,Mostly_Cloudy,2020-04-02
5152,15,56.0,39,13.0,0.0,Mostly_Cloudy,2020-04-02
5153,16,54.0,38,9.0,0.0,Mostly_Cloudy,2020-04-02
5154,17,53.0,40,7.0,0.0,Mostly_Cloudy,2020-04-02
5155,18,49.0,48,9.0,0.0,Mostly_Cloudy,2020-04-02
5156,19,47.0,52,8.0,0.0,Mostly_Cloudy,2020-04-02
5157,20,47.0,54,5.0,0.0,Mostly_Cloudy,2020-04-02
5158,21,47.0,54,5.0,0.0,Cloudy,2020-04-02
5159,22,47.0,54,5.0,0.0,Cloudy,2020-04-02
5160,23,47.0,54,0.0,0.0,Cloudy,2020-04-02
5161,0,47.0,61,3.0,0.0,Rain,2020-04-03
5162,1,47.0,74,3.0,0.0,Rain,2020-04-03
5163,2,47.0,71,7.0,0.0,Rain,2020-04-03
5164,3,46.0,73,8.0,0.0,Cloudy,2020-04-03
5165,4,47.0,77,3.0,0.0,Mostly_Cloudy,2020-04-03
5166,5,47.0,74,6.0,0.0,Mostly_Cloudy,2020-04-03
5167,6,49.0,69,3.0,0.0,Mostly_Cloudy,2020-04-03
5168,7,51.0,66,5.0,0.0,Mostly_Cloudy,2020-04-03
5169,8,55.0,57,6.0,0.0,Mostly_Cloudy,2020-04-03
5170,9,62.0,44,7.0,0.0,Partly_Cloudy,2020-04-03
5171,10,66.0,38,6.0,0.0,Mostly_Cloudy,2020-04-03
5172,11,68.0,39,9.0,0.0,Mostly_Cloudy,2020-04-03
5173,12,69.0,36,9.0,0.0,Partly_Cloudy,2020-04-03
5174,13,65.0,42,14.0,0.0,Mostly_Cloudy,2020-04-03
5175,14,65.0,40,14.0,0.0,Mostly_Cloudy,2020-04-03
5176,15,63.0,43,12.0,0.0,Mostly_Cloudy,2020-04-03
5177,16,63.0,41,12.0,0.0,Mostly_Cloudy,2020-04-03
5178,17,61.0,44,10.0,0.0,Cloudy,2020-04-03
5179,18,59.0,46,6.0,0.0,Cloudy,2020-04-03
5180,19,57.0,49,6.0,0.0,Mostly_Cloudy,2020-04-03
5181,20,58.0,51,5.0,0.0,Cloudy,2020-04-03
5182,21,63.0,50,8.0,0.0,Cloudy,2020-04-03
5183,22,60.0,67,10.0,0.0,Cloudy,2020-04-03
5184,23,56.0,80,12.0,0.0,Cloudy,2020-04-03
5185,0,51.0,86,10.0,0.0,Rain,2020-04-04
5186,1,49.0,93,9.0,0.0,Cloudy,2020-04-04
5187,2,49.0,93,8.0,0.0,Cloudy,2020-04-04
5188,3,47.0,93,8.0,0.0,Rain,2020-04-04
5189,4,43.0,97,15.0,0.0,Rain,2020-04-04
5190,5,43.0,93,9.0,0.0,Cloudy,2020-04-04
5191,6,40.0,97,15.0,0.0,Rain,2020-04-04
5192,7,39.0,93,13.0,0.0,Cloudy,2020-04-04
5193,8,39.0,93,12.0,0.0,Cloudy,2020-04-04
5194,9,40.0,93,9.0,0.0,Cloudy,2020-04-04
5195,10,41.0,86,9.0,0.0,Cloudy,2020-04-04
5196,11,41.0,86,8.0,0.0,Cloudy,2020-04-04
5197,12,43.0,80,7.0,0.0,Cloudy,2020-04-04
5198,13,45.0,74,7.0,0.0,Cloudy,2020-04-04
5199,14,46.0,68,8.0,0.0,Cloudy,2020-04-04
5200,15,44.0,73,8.0,0.0,Mostly_Cloudy,2020-04-04
5201,16,44.0,73,8.0,0.0,Mostly_Cloudy,2020-04-04
5202,17,44.0,73,7.0,0.0,Partly_Cloudy,2020-04-04
5203,18,40.0,83,9.0,0.0,Fair,2020-04-04
5204,19,39.0,86,8.0,0.0,Partly_Cloudy,2020-04-04
5205,20,39.0,86,7.0,0.0,Mostly_Cloudy,2020-04-04
5206,21,38.0,86,3.0,0.0,Mostly_Cloudy,2020-04-04
5207,22,38.0,86,0.0,0.0,Mostly_Cloudy,2020-04-04
5208,23,38.0,86,0.0,0.0,Mostly_Cloudy,2020-04-04
5209,0,38.0,89,5.0,0.0,Cloudy,2020-04-05
5210,1,37.0,93,7.0,0.0,Mostly_Cloudy,2020-04-05
5211,2,37.0,93,9.0,0.0,Mostly_Cloudy,2020-04-05
5212,3,37.0,93,9.0,0.0,Mostly_Cloudy,2020-04-05
5213,4,37.0,93,8.0,0.0,Partly_Cloudy,2020-04-05
5214,5,38.0,89,9.0,0.0,Mostly_Cloudy,2020-04-05
5215,6,40.0,83,13.0,0.0,Mostly_Cloudy,2020-04-05
5216,7,44.0,55,14.0,0.0,Mostly_Cloudy,2020-04-05
5217,8,45.0,53,15.0,0.0,Mostly_Cloudy,2020-04-05
5218,9,44.0,45,17.0,0.0,Mostly_Cloudy,2020-04-05
5219,10,46.0,40,9.0,0.0,Mostly_Cloudy,2020-04-05
5220,11,47.0,46,10.0,0.0,Mostly_Cloudy,2020-04-05
5221,12,49.0,33,13.0,0.0,Partly_Cloudy,2020-04-05
5222,13,49.0,27,10.0,0.0,Fair,2020-04-05
5223,14,49.0,36,10.0,0.0,Fair,2020-04-05
5224,15,49.0,27,8.0,0.0,Partly_Cloudy,2020-04-05
5225,16,47.0,33,10.0,0.0,Fair,2020-04-05
5226,17,44.0,35,8.0,0.0,Fair,2020-04-05
5227,18,43.0,53,7.0,0.0,Fair,2020-04-05
5228,19,41.0,62,5.0,0.0,Partly_Cloudy,2020-04-05
5229,20,39.0,70,6.0,0.0,Fair,2020-04-05
5230,21,39.0,76,6.0,0.0,Fair,2020-04-05
5231,22,39.0,86,6.0,0.0,Fair,2020-04-05
5232,23,38.0,89,6.0,0.0,Fair,2020-04-05
5233,0,38.0,89,5.0,0.0,Fair,2020-04-06
5234,1,38.0,89,5.0,0.0,Partly_Cloudy,2020-04-06
5235,2,38.0,86,0.0,0.0,Mostly_Cloudy,2020-04-06
5236,3,37.0,86,3.0,0.0,Mostly_Cloudy,2020-04-06
5237,4,37.0,89,0.0,0.0,Partly_Cloudy,2020-04-06
5238,5,39.0,86,0.0,0.0,Partly_Cloudy,2020-04-06
5239,6,42.0,85,5.0,0.0,Mostly_Cloudy,2020-04-06
5240,7,46.0,76,6.0,0.0,Mostly_Cloudy,2020-04-06
5241,8,53.0,48,10.0,0.0,Partly_Cloudy,2020-04-06
5242,9,56.0,53,10.0,0.0,Partly_Cloudy,2020-04-06
5243,10,59.0,46,12.0,0.0,Partly_Cloudy,2020-04-06
5244,11,60.0,42,8.0,0.0,Mostly_Cloudy,2020-04-06
5245,12,62.0,41,14.0,0.0,Mostly_Cloudy,2020-04-06
5246,13,62.0,50,12.0,0.0,Cloudy,2020-04-06
5247,14,64.0,54,13.0,0.0,Cloudy,2020-04-06
5248,15,65.0,52,8.0,0.0,Cloudy,2020-04-06
5249,16,63.0,60,7.0,0.0,Rain,2020-04-06
5250,17,57.0,74,5.0,0.0,Mostly_Cloudy,2020-04-06
5251,18,57.0,74,7.0,0.0,Cloudy,2020-04-06
5252,19,56.0,80,5.0,0.0,Cloudy,2020-04-06
5253,20,57.0,81,5.0,0.0,Cloudy,2020-04-06
5254,21,58.0,84,6.0,0.0,Mostly_Cloudy,2020-04-06
5255,22,60.0,78,5.0,0.0,Thunder,2020-04-06
5256,23,58.0,93,3.0,0.0,Cloudy,2020-04-06
5257,0,59.0,93,6.0,0.1,Rain,2020-04-07
5258,1,58.0,97,0.0,0.0,Cloudy,2020-04-07
5259,2,57.0,100,5.0,0.0,Cloudy,2020-04-07
5260,3,57.0,100,5.0,0.0,Cloudy,2020-04-07
5261,4,57.0,96,7.0,0.0,Mostly_Cloudy,2020-04-07
5262,5,57.0,96,6.0,0.0,Partly_Cloudy,2020-04-07
5263,6,58.0,97,9.0,0.0,Mostly_Cloudy,2020-04-07
5264,7,61.0,90,6.0,0.0,Mostly_Cloudy,2020-04-07
5265,8,65.0,81,8.0,0.0,Fair,2020-04-07
5266,9,69.0,73,12.0,0.0,Mostly_Cloudy,2020-04-07
5267,10,69.0,73,7.0,0.0,Mostly_Cloudy,2020-04-07
5268,11,71.0,68,12.0,0.0,Mostly_Cloudy,2020-04-07
5269,12,75.0,60,13.0,0.0,Partly_Cloudy,2020-04-07
5270,13,77.0,52,17.0,0.0,Partly_Cloudy,2020-04-07
5271,14,80.0,48,15.0,0.0,Partly_Cloudy,2020-04-07
5272,15,79.0,48,14.0,0.0,Partly_Cloudy,2020-04-07
5273,16,80.0,47,20.0,0.0,Partly_Cloudy,2020-04-07
5274,17,78.0,50,13.0,0.0,Partly_Cloudy,2020-04-07
5275,18,77.0,50,7.0,0.0,Mostly_Cloudy,2020-04-07
5276,19,76.0,54,10.0,0.0,Thunder,2020-04-07
5277,20,68.0,84,7.0,0.0,Cloudy,2020-04-07
5278,21,69.0,75,13.0,0.0,Cloudy,2020-04-07
5279,22,59.0,90,15.0,0.0,Partly_Cloudy,2020-04-07
5280,23,55.0,93,5.0,0.0,Fair,2020-04-07
5281,0,53.0,96,9.0,0.0,Fair,2020-04-08
5282,1,51.0,96,10.0,0.0,Mostly_Cloudy,2020-04-08
5283,2,51.0,96,7.0,0.0,Cloudy,2020-04-08
5284,3,51.0,92,7.0,0.0,Cloudy,2020-04-08
5285,4,51.0,96,7.0,0.0,Cloudy,2020-04-08
5286,5,51.0,96,5.0,0.0,Cloudy,2020-04-08
5287,6,52.0,94,0.0,0.0,Cloudy,2020-04-08
5288,7,51.0,100,0.0,0.0,Fog,2020-04-08
5289,8,52.0,97,3.0,0.0,Cloudy,2020-04-08
5290,9,56.0,87,0.0,0.0,Fair,2020-04-08
5291,10,63.0,70,7.0,0.0,Fair,2020-04-08
5292,11,67.0,54,6.0,0.0,Mostly_Cloudy,2020-04-08
5293,12,69.0,53,3.0,0.0,Fair,2020-04-08
5294,13,68.0,55,8.0,0.0,Partly_Cloudy,2020-04-08
5295,14,63.0,60,14.0,0.0,Mostly_Cloudy,2020-04-08
5296,15,60.0,64,7.0,0.0,Rain,2020-04-08
5297,16,57.0,81,20.0,0.0,Rain_with_Thunder,2020-04-08
5298,17,54.0,86,16.0,0.1,Rain,2020-04-08
5299,18,54.0,83,7.0,0.0,Rain,2020-04-08
5300,19,53.0,89,7.0,0.0,Cloudy,2020-04-08
5301,20,51.0,86,9.0,0.0,Fair,2020-04-08
5302,21,50.0,86,14.0,0.0,Fair,2020-04-08
5303,22,50.0,80,13.0,0.0,Fair,2020-04-08
5304,23,49.0,71,15.0,0.0,Fair,2020-04-08
5305,0,47.0,61,23.0,0.0,Fair,2020-04-09
5306,1,45.0,52,20.0,0.0,Fair,2020-04-09
5307,2,44.0,51,17.0,0.0,Fair,2020-04-09
5308,3,42.0,55,15.0,0.0,Fair,2020-04-09
5309,4,41.0,55,17.0,0.0,Fair,2020-04-09
5310,5,40.0,58,15.0,0.0,Fair,2020-04-09
5311,6,41.0,55,21.0,0.0,Fair,2020-04-09
5312,7,43.0,49,23.0,0.0,Fair,2020-04-09
5313,8,44.0,43,18.0,0.0,Fair,2020-04-09
5314,9,46.0,37,26.0,0.0,Fair,2020-04-09
5315,10,47.0,33,28.0,0.0,Fair,2020-04-09
5316,11,48.0,29,24.0,0.0,Mostly_Cloudy,2020-04-09
5317,12,48.0,32,23.0,0.0,Mostly_Cloudy,2020-04-09
5318,13,48.0,32,24.0,0.0,Mostly_Cloudy,2020-04-09
5319,14,48.0,32,18.0,0.0,Mostly_Cloudy,2020-04-09
5320,15,41.0,60,18.0,0.0,Snow,2020-04-09
5321,16,43.0,53,12.0,0.0,Mostly_Cloudy,2020-04-09
5322,17,41.0,51,20.0,0.0,Mostly_Cloudy,2020-04-09
5323,18,39.0,55,10.0,0.0,Partly_Cloudy,2020-04-09
5324,19,39.0,57,13.0,0.0,Fair,2020-04-09
5325,20,39.0,53,15.0,0.0,Fair,2020-04-09
5326,21,38.0,60,15.0,0.0,Fair,2020-04-09
5327,22,37.0,62,12.0,0.0,Fair,2020-04-09
5328,23,36.0,67,13.0,0.0,Fair,2020-04-09
5329,0,35.0,67,13.0,0.0,Fair,2020-04-10
5330,1,35.0,61,14.0,0.0,Fair,2020-04-10
5331,2,35.0,59,10.0,0.0,Fair,2020-04-10
5332,3,34.0,59,13.0,0.0,Fair,2020-04-10
5333,4,34.0,59,10.0,0.0,Fair,2020-04-10
5334,5,34.0,59,10.0,0.0,Fair,2020-04-10
5335,6,36.0,55,13.0,0.0,Fair,2020-04-10
5336,7,39.0,50,17.0,0.0,Fair,2020-04-10
5337,8,40.0,47,14.0,0.0,Partly_Cloudy,2020-04-10
5338,9,42.0,43,13.0,0.0,Partly_Cloudy,2020-04-10
5339,10,44.0,40,7.0,0.0,Partly_Cloudy,2020-04-10
5340,11,47.0,39,12.0,0.0,Mostly_Cloudy,2020-04-10
5341,12,48.0,37,15.0,0.0,Mostly_Cloudy,2020-04-10
5342,13,48.0,37,15.0,0.0,Mostly_Cloudy,2020-04-10
5343,14,50.0,38,12.0,0.0,Partly_Cloudy,2020-04-10
5344,15,50.0,38,8.0,0.0,Partly_Cloudy,2020-04-10
5345,16,49.0,38,7.0,0.0,Mostly_Cloudy,2020-04-10
5346,17,44.0,49,9.0,0.0,Mostly_Cloudy,2020-04-10
5347,18,43.0,53,6.0,0.0,Mostly_Cloudy,2020-04-10
5348,19,42.0,58,6.0,0.0,Mostly_Cloudy,2020-04-10
5349,20,41.0,60,5.0,0.0,Mostly_Cloudy,2020-04-10
5350,21,41.0,60,3.0,0.0,Mostly_Cloudy,2020-04-10
5351,22,42.0,60,0.0,0.0,Mostly_Cloudy,2020-04-10
5352,23,42.0,62,5.0,0.0,Mostly_Cloudy,2020-04-10
5353,0,42.0,62,5.0,0.0,Cloudy,2020-04-11
5354,1,43.0,60,5.0,0.0,Cloudy,2020-04-11
5355,2,46.0,50,8.0,0.0,Cloudy,2020-04-11
5356,3,46.0,50,3.0,0.0,Cloudy,2020-04-11
5357,4,46.0,51,0.0,0.0,Cloudy,2020-04-11
5358,5,46.0,51,0.0,0.0,Cloudy,2020-04-11
5359,6,47.0,52,7.0,0.0,Mostly_Cloudy,2020-04-11
5360,7,49.0,48,8.0,0.0,Mostly_Cloudy,2020-04-11
5361,8,51.0,43,10.0,0.0,Mostly_Cloudy,2020-04-11
5362,9,54.0,34,12.0,0.0,Mostly_Cloudy,2020-04-11
5363,10,58.0,27,13.0,0.0,Mostly_Cloudy,2020-04-11
5364,11,59.0,28,15.0,0.0,Mostly_Cloudy,2020-04-11
5365,12,61.0,30,10.0,0.0,Mostly_Cloudy,2020-04-11
5366,13,63.0,29,9.0,0.0,Mostly_Cloudy,2020-04-11
5367,14,63.0,28,13.0,0.0,Cloudy,2020-04-11
5368,15,64.0,28,15.0,0.0,Cloudy,2020-04-11
5369,16,62.0,35,13.0,0.0,Rain,2020-04-11
5370,17,63.0,30,15.0,0.0,Cloudy,2020-04-11
5371,18,62.0,31,14.0,0.0,Cloudy,2020-04-11
5372,19,54.0,69,15.0,0.0,Rain,2020-04-11
5373,20,52.0,83,3.0,0.0,Rain,2020-04-11
5374,21,50.0,89,15.0,0.1,Rain,2020-04-11
5375,22,49.0,93,12.0,0.0,Cloudy,2020-04-11
5376,23,49.0,90,8.0,0.0,Cloudy,2020-04-11
5377,0,50.0,80,10.0,0.0,Cloudy,2020-04-12
5378,1,50.0,80,7.0,0.0,Cloudy,2020-04-12
5379,2,50.0,77,8.0,0.0,Cloudy,2020-04-12
5380,3,50.0,77,7.0,0.0,Cloudy,2020-04-12
5381,4,50.0,77,0.0,0.0,Cloudy,2020-04-12
5382,5,51.0,74,6.0,0.0,Cloudy,2020-04-12
5383,6,52.0,71,6.0,0.0,Cloudy,2020-04-12
5384,7,53.0,66,9.0,0.0,Cloudy,2020-04-12
5385,8,56.0,60,8.0,0.0,Cloudy,2020-04-12
5386,9,59.0,58,10.0,0.0,Mostly_Cloudy,2020-04-12
5387,10,62.0,56,14.0,0.0,Mostly_Cloudy,2020-04-12
5388,11,65.0,54,14.0,0.0,Mostly_Cloudy,2020-04-12
5389,12,66.0,52,15.0,0.0,Mostly_Cloudy,2020-04-12
5390,13,64.0,60,13.0,0.0,Cloudy,2020-04-12
5391,14,63.0,65,16.0,0.0,Cloudy,2020-04-12
5392,15,61.0,83,12.0,0.0,Cloudy,2020-04-12
5393,16,61.0,81,12.0,0.0,Cloudy,2020-04-12
5394,17,60.0,80,14.0,0.0,Cloudy,2020-04-12
5395,18,59.0,87,15.0,0.0,Rain,2020-04-12
5396,19,58.0,93,16.0,0.0,Rain,2020-04-12
5397,20,57.0,93,9.0,0.0,Rain,2020-04-12
5398,21,56.0,93,8.0,0.0,Rain,2020-04-12
5399,22,56.0,97,12.0,0.0,Drizzle,2020-04-12
5400,23,55.0,100,12.0,0.0,Rain,2020-04-12
5401,0,55.0,100,10.0,0.0,Rain,2020-04-13
5402,1,45.0,97,22.0,0.0,Rain,2020-04-13
5403,2,40.0,89,25.0,0.0,Rain,2020-04-13
5404,3,37.0,86,24.0,0.0,Rain,2020-04-13
5405,4,36.0,79,25.0,0.0,Cloudy,2020-04-13
5406,5,36.0,76,16.0,0.0,Cloudy,2020-04-13
5407,6,37.0,73,18.0,0.0,Cloudy,2020-04-13
5408,7,37.0,70,17.0,0.0,Cloudy,2020-04-13
5409,8,38.0,65,20.0,0.0,Cloudy,2020-04-13
5410,9,37.0,65,18.0,0.0,Cloudy,2020-04-13
5411,10,40.0,60,13.0,0.0,Mostly_Cloudy,2020-04-13
5412,11,42.0,49,22.0,0.0,Mostly_Cloudy,2020-04-13
5413,12,44.0,43,23.0,0.0,Mostly_Cloudy,2020-04-13
5414,13,45.0,37,25.0,0.0,Mostly_Cloudy,2020-04-13
5415,14,43.0,37,26.0,0.0,Mostly_Cloudy,2020-04-13
5416,15,44.0,34,18.0,0.0,Fair,2020-04-13
5417,16,43.0,32,16.0,0.0,Fair,2020-04-13
5418,17,41.0,31,17.0,0.0,Fair,2020-04-13
5419,18,39.0,32,14.0,0.0,Fair,2020-04-13
5420,19,38.0,38,12.0,0.0,Fair,2020-04-13
5421,20,37.0,41,8.0,0.0,Partly_Cloudy,2020-04-13
5422,21,36.0,44,9.0,0.0,Partly_Cloudy,2020-04-13
5423,22,36.0,50,13.0,0.0,Partly_Cloudy,2020-04-13
5424,23,35.0,57,9.0,0.0,Partly_Cloudy,2020-04-13
5425,0,34.0,64,12.0,0.0,Fair,2020-04-14
5426,1,33.0,66,9.0,0.0,Fair,2020-04-14
5427,2,32.0,69,12.0,0.0,Fair,2020-04-14
5428,3,31.0,64,14.0,0.0,Partly_Cloudy,2020-04-14
5429,4,30.0,64,13.0,0.0,Mostly_Cloudy,2020-04-14
5430,5,30.0,66,12.0,0.0,Mostly_Cloudy,2020-04-14
5431,6,31.0,64,14.0,0.0,Mostly_Cloudy,2020-04-14
5432,7,34.0,52,14.0,0.0,Partly_Cloudy,2020-04-14
5433,8,37.0,44,13.0,0.0,Mostly_Cloudy,2020-04-14
5434,9,36.0,43,18.0,0.0,Mostly_Cloudy,2020-04-14
5435,10,35.0,57,16.0,0.0,Snow,2020-04-14
5436,11,37.0,48,18.0,0.0,Snow,2020-04-14
5437,12,41.0,35,25.0,0.0,Mostly_Cloudy,2020-04-14
5438,13,40.0,38,20.0,0.0,Mostly_Cloudy,2020-04-14
5439,14,40.0,40,24.0,0.0,Mostly_Cloudy,2020-04-14
5440,15,39.0,39,15.0,0.0,Mostly_Cloudy,2020-04-14
5441,16,40.0,33,20.0,0.0,Mostly_Cloudy,2020-04-14
5442,17,39.0,33,18.0,0.0,Mostly_Cloudy,2020-04-14
5443,18,38.0,36,15.0,0.0,Partly_Cloudy,2020-04-14
5444,19,36.0,41,7.0,0.0,Fair,2020-04-14
5445,20,35.0,44,7.0,0.0,Fair,2020-04-14
5446,21,34.0,50,6.0,0.0,Fair,2020-04-14
5447,22,34.0,52,3.0,0.0,Mostly_Cloudy,2020-04-14
5448,23,32.0,56,3.0,0.0,Fair,2020-04-14
5449,0,32.0,59,3.0,0.0,Mostly_Cloudy,2020-04-15
5450,1,33.0,56,9.0,0.0,Cloudy,2020-04-15
5451,2,31.0,64,9.0,0.0,Snow,2020-04-15
5452,3,29.0,85,6.0,0.0,Snow,2020-04-15
5453,4,28.0,92,5.0,0.0,Snow,2020-04-15
5454,5,28.0,92,5.0,0.0,Snow,2020-04-15
5455,6,28.0,92,9.0,0.0,Snow,2020-04-15
5456,7,29.0,89,7.0,0.0,Snow,2020-04-15
5457,8,29.0,82,9.0,0.0,Snow,2020-04-15
5458,9,31.0,76,9.0,0.0,Mostly_Cloudy,2020-04-15
5459,10,32.0,66,10.0,0.0,Mostly_Cloudy,2020-04-15
5460,11,36.0,50,9.0,0.0,Mostly_Cloudy,2020-04-15
5461,12,37.0,44,12.0,0.0,Mostly_Cloudy,2020-04-15
5462,13,37.0,42,13.0,0.0,Mostly_Cloudy,2020-04-15
5463,14,39.0,38,14.0,0.0,Mostly_Cloudy,2020-04-15
5464,15,38.0,38,12.0,0.0,Mostly_Cloudy,2020-04-15
5465,16,39.0,38,12.0,0.0,Cloudy,2020-04-15
5466,17,38.0,39,12.0,0.0,Mostly_Cloudy,2020-04-15
5467,18,38.0,38,10.0,0.0,Cloudy,2020-04-15
5468,19,37.0,41,8.0,0.0,Mostly_Cloudy,2020-04-15
5469,20,36.0,41,8.0,0.0,Partly_Cloudy,2020-04-15
5470,21,35.0,42,6.0,0.0,Partly_Cloudy,2020-04-15
5471,22,34.0,44,8.0,0.0,Fair,2020-04-15
5472,23,33.0,48,7.0,0.0,Partly_Cloudy,2020-04-15
5473,0,33.0,48,7.0,0.0,Mostly_Cloudy,2020-04-16
5474,1,32.0,50,7.0,0.0,Mostly_Cloudy,2020-04-16
