date,time,temperature,humidity,wind_speed,precipation,uv
0,2019-09-01,0,66.12,82.92,0.24,0.02,0.0
1,2019-09-01,1,64.74,86.33,0.5,0.04,0.0
2,2019-09-01,2,64.1,87.25,0.48,0.05,0.0
3,2019-09-01,3,62.99,87.92,0.71,0.02,0.0
4,2019-09-01,4,62.28,90.75,0.43,0.16,0.0
5,2019-09-01,5,62.25,90.25,0.88,0.02,0.0
6,2019-09-01,6,62.67,86.0,1.32,0.0,0.0
7,2019-09-01,7,63.37,83.58,0.77,0.0,0.0
8,2019-09-01,8,64.11,84.25,0.3,0.0,1.08
9,2019-09-01,9,66.61,77.75,0.19,0.0,2.92
10,2019-09-01,10,68.05,72.17,0.52,0.0,4.92
11,2019-09-01,11,70.8,67.83,0.86,0.0,7.0
12,2019-09-01,12,69.52,71.67,0.62,0.0,3.08
13,2019-09-01,13,69.28,72.58,0.24,0.0,3.0
14,2019-09-01,14,70.58,70.75,0.24,0.0,4.42
15,2019-09-01,15,70.92,70.08,0.11,0.0,2.0
16,2019-09-01,16,69.02,73.75,0.15,0.0,1.83
17,2019-09-01,17,68.92,73.75,0.05,0.0,1.33
18,2019-09-01,18,68.5,74.92,0.02,0.0,0.25
19,2019-09-01,19,67.67,77.42,0.03,0.0,0.0
20,2019-09-01,20,67.39,78.42,0.0,0.0,0.0
21,2019-09-01,21,66.56,80.0,0.0,0.0,0.0
22,2019-09-01,22,65.38,83.67,0.0,0.0,0.0
23,2019-09-01,23,63.84,87.42,0.0,0.0,0.0
24,2019-09-02,0,63.29,88.83,0.0,0.0,0.0
25,2019-09-02,1,62.76,90.42,0.0,0.0,0.0
26,2019-09-02,2,62.71,91.33,0.0,0.0,0.0
27,2019-09-02,3,62.67,91.5,0.0,0.0,0.0
28,2019-09-02,4,62.72,91.75,0.0,0.0,0.0
29,2019-09-02,5,62.39,93.0,0.0,0.0,0.0
30,2019-09-02,6,62.51,93.58,0.01,0.0,0.0
31,2019-09-02,7,65.82,86.0,0.02,0.0,0.67
32,2019-09-02,8,74.4,68.83,0.04,0.0,2.5
33,2019-09-02,9,78.58,59.83,0.06,0.0,3.92
34,2019-09-02,10,80.26,55.92,0.18,0.0,6.33
35,2019-09-02,11,81.76,52.33,0.3,0.0,6.5
36,2019-09-02,12,80.01,57.5,0.25,0.0,6.58
37,2019-09-02,13,78.62,59.83,0.64,0.0,7.75
38,2019-09-02,14,80.74,56.08,0.74,0.0,7.25
39,2019-09-02,15,78.63,57.67,0.84,0.0,4.92
40,2019-09-02,16,81.79,52.67,0.31,0.0,3.42
41,2019-09-02,17,81.58,53.92,0.13,0.0,1.75
42,2019-09-02,18,79.84,55.75,0.17,0.0,0.42
43,2019-09-02,19,78.89,56.83,0.07,0.0,0.0
44,2019-09-02,20,76.96,61.83,0.03,0.0,0.0
45,2019-09-02,21,75.31,66.17,0.0,0.0,0.0
46,2019-09-02,22,74.11,69.17,0.0,0.0,0.0
47,2019-09-02,23,73.32,70.17,0.0,0.0,0.0
48,2019-09-03,0,72.62,72.33,0.01,0.0,0.0
49,2019-09-03,1,71.66,74.17,0.03,0.0,0.0
50,2019-09-03,2,70.9,75.0,0.17,0.0,0.0
51,2019-09-03,3,70.4,76.25,0.13,0.0,0.0
52,2019-09-03,4,69.68,77.58,0.13,0.0,0.0
53,2019-09-03,5,69.84,77.17,0.01,0.0,0.0
54,2019-09-03,6,69.6,79.0,0.22,0.0,0.0
55,2019-09-03,7,67.75,88.83,0.04,0.13,0.0
56,2019-09-03,8,68.02,86.67,1.76,0.01,0.0
57,2019-09-03,9,68.92,83.0,1.29,0.0,0.0
58,2019-09-03,10,70.49,77.92,1.47,0.0,1.58
59,2019-09-03,11,71.79,75.67,1.59,0.0,2.92
60,2019-09-03,12,75.71,66.67,1.63,0.0,4.33
61,2019-09-03,13,76.25,67.5,1.84,0.0,3.5
62,2019-09-03,14,76.62,71.67,1.62,0.0,2.58
63,2019-09-03,15,76.81,76.5,1.58,0.0,2.92
64,2019-09-03,16,79.98,73.58,1.28,0.0,2.83
65,2019-09-03,17,82.12,72.08,1.42,0.0,1.67
66,2019-09-03,18,80.96,75.25,1.08,0.0,0.25
67,2019-09-03,19,80.18,77.0,0.6,0.0,0.0
68,2019-09-03,20,79.38,76.25,0.38,0.0,0.0
69,2019-09-03,21,78.09,65.92,0.68,0.0,0.0
70,2019-09-03,22,75.73,60.0,0.58,0.0,0.0
71,2019-09-03,23,73.23,57.42,0.27,0.0,0.0
72,2019-09-04,0,71.23,59.0,0.18,0.0,0.0
73,2019-09-04,1,69.44,61.17,0.18,0.0,0.0
74,2019-09-04,2,67.46,65.25,0.18,0.0,0.0
75,2019-09-04,3,65.88,67.25,0.26,0.0,0.0
76,2019-09-04,4,64.17,70.58,0.34,0.0,0.0
77,2019-09-04,5,62.8,72.08,0.26,0.0,0.0
78,2019-09-04,6,61.86,73.67,0.36,0.0,0.0
79,2019-09-04,7,63.29,70.58,0.72,0.0,0.92
80,2019-09-04,8,67.61,63.58,1.08,0.0,2.83
81,2019-09-04,9,68.98,61.58,1.12,0.0,4.25
82,2019-09-04,10,69.33,62.33,1.13,0.0,6.42
83,2019-09-04,11,68.9,63.58,1.61,0.0,5.75
84,2019-09-04,12,69.88,60.17,1.28,0.0,8.25
85,2019-09-04,13,70.76,58.75,1.19,0.0,8.67
86,2019-09-04,14,70.01,58.58,1.13,0.0,6.67
87,2019-09-04,15,69.29,59.0,1.23,0.0,5.5
88,2019-09-04,16,68.99,58.83,1.08,0.0,3.67
89,2019-09-04,17,67.0,62.42,0.82,0.0,2.17
90,2019-09-04,18,64.98,65.75,0.54,0.0,0.5
91,2019-09-04,19,63.69,68.75,0.34,0.0,0.0
92,2019-09-04,20,62.99,70.0,0.27,0.0,0.0
93,2019-09-04,21,63.05,68.92,0.23,0.0,0.0
94,2019-09-04,22,63.44,67.0,0.13,0.0,0.0
95,2019-09-04,23,63.54,65.08,0.3,0.0,0.0
96,2019-09-05,0,63.48,63.75,0.12,0.0,0.0
97,2019-09-05,1,63.15,62.25,0.08,0.0,0.0
98,2019-09-05,2,62.69,63.33,0.03,0.0,0.0
99,2019-09-05,3,62.61,63.92,0.07,0.0,0.0
100,2019-09-05,4,61.53,65.83,0.0,0.0,0.0
101,2019-09-05,5,59.64,71.67,0.0,0.0,0.0
102,2019-09-05,6,59.84,72.67,0.04,0.0,0.0
103,2019-09-05,7,62.17,67.25,0.02,0.0,0.67
104,2019-09-05,8,64.48,60.75,0.04,0.0,2.0
105,2019-09-05,9,66.12,56.75,0.04,0.0,3.0
106,2019-09-05,10,68.47,52.92,0.27,0.0,4.42
107,2019-09-05,11,68.91,57.33,0.78,0.0,7.67
108,2019-09-05,12,70.08,58.08,0.92,0.0,8.83
109,2019-09-05,13,70.14,57.33,1.01,0.0,9.42
110,2019-09-05,14,71.38,54.75,0.77,0.0,7.67
111,2019-09-05,15,71.95,54.08,0.72,0.0,5.58
112,2019-09-05,16,70.51,56.58,1.3,0.0,3.5
113,2019-09-05,17,67.95,62.83,1.3,0.0,1.92
114,2019-09-05,18,65.79,68.0,0.86,0.0,0.42
115,2019-09-05,19,64.83,70.33,0.67,0.0,0.0
116,2019-09-05,20,64.58,73.08,0.53,0.0,0.0
117,2019-09-05,21,65.2,69.25,0.17,0.0,0.0
118,2019-09-05,22,65.56,67.75,0.03,0.0,0.0
119,2019-09-05,23,66.27,66.92,0.08,0.0,0.0
120,2019-09-06,0,66.31,67.0,0.03,0.0,0.0
121,2019-09-06,1,66.68,67.0,0.02,0.0,0.0
122,2019-09-06,2,66.9,67.0,0.05,0.0,0.0
123,2019-09-06,3,66.9,67.0,0.13,0.0,0.0
124,2019-09-06,4,66.95,68.0,0.05,0.0,0.0
125,2019-09-06,5,67.32,68.08,0.37,0.0,0.0
126,2019-09-06,6,67.7,69.92,0.44,0.0,0.0
127,2019-09-06,7,69.01,70.0,0.38,0.0,0.58
128,2019-09-06,8,73.45,65.17,0.22,0.0,2.25
129,2019-09-06,9,71.75,72.5,0.48,0.0,1.67
130,2019-09-06,10,71.43,74.33,1.24,0.0,2.0
131,2019-09-06,11,71.82,71.92,1.17,0.0,3.0
132,2019-09-06,12,72.89,69.08,0.92,0.0,3.42
133,2019-09-06,13,71.18,71.92,0.78,0.0,1.92
134,2019-09-06,14,70.13,72.08,1.35,0.0,1.92
135,2019-09-06,15,70.5,65.42,2.28,0.0,1.92
136,2019-09-06,16,69.53,65.75,1.31,0.0,1.25
137,2019-09-06,17,68.29,70.08,0.82,0.0,0.17
138,2019-09-06,18,66.86,72.17,1.41,0.0,0.0
139,2019-09-06,19,67.14,69.25,1.13,0.0,0.0
140,2019-09-06,20,66.23,75.25,1.27,0.0,0.0
141,2019-09-06,21,65.92,75.25,1.05,0.0,0.0
142,2019-09-06,22,65.7,75.25,0.65,0.0,0.0
143,2019-09-06,23,65.5,73.67,0.88,0.0,0.0
144,2019-09-07,0,64.96,70.75,0.72,0.0,0.0
145,2019-09-07,1,64.13,72.17,0.2,0.0,0.0
146,2019-09-07,2,61.62,79.0,0.0,0.0,0.0
147,2019-09-07,3,59.83,81.5,0.0,0.0,0.0
148,2019-09-07,4,58.88,83.33,0.01,0.0,0.0
149,2019-09-07,5,58.3,84.42,0.01,0.0,0.0
150,2019-09-07,6,57.61,85.42,0.0,0.0,0.0
151,2019-09-07,7,61.25,76.67,0.0,0.0,0.83
152,2019-09-07,8,70.16,58.0,0.09,0.0,2.5
153,2019-09-07,9,73.39,52.42,0.14,0.0,3.92
154,2019-09-07,10,75.22,50.25,0.16,0.0,5.75
155,2019-09-07,11,78.38,44.42,0.14,0.0,6.75
156,2019-09-07,12,80.32,42.0,0.33,0.0,8.0
157,2019-09-07,13,82.18,39.08,0.42,0.0,8.83
158,2019-09-07,14,83.0,39.83,0.32,0.0,6.08
159,2019-09-07,15,82.32,41.0,0.56,0.0,4.92
160,2019-09-07,16,80.25,44.58,0.58,0.0,2.58
161,2019-09-07,17,76.39,54.33,0.88,0.0,1.17
162,2019-09-07,18,71.8,67.5,0.48,0.0,0.0
163,2019-09-07,19,69.64,72.0,0.24,0.0,0.0
164,2019-09-07,20,68.85,68.92,0.18,0.0,0.0
165,2019-09-07,21,67.92,72.08,0.22,0.0,0.0
166,2019-09-07,22,67.33,72.75,0.34,0.0,0.0
167,2019-09-07,23,67.13,72.0,0.34,0.0,0.0
168,2019-09-08,0,67.07,68.58,0.22,0.0,0.0
169,2019-09-08,1,67.02,66.5,0.3,0.0,0.0
170,2019-09-08,2,66.88,63.25,0.26,0.0,0.0
171,2019-09-08,3,66.59,64.5,0.22,0.0,0.0
172,2019-09-08,4,66.33,65.75,0.28,0.0,0.0
173,2019-09-08,5,66.12,69.17,0.16,0.0,0.0
174,2019-09-08,6,65.55,72.67,0.37,0.0,0.0
175,2019-09-08,7,65.28,73.92,0.28,0.0,0.0
176,2019-09-08,8,64.68,76.58,0.54,0.0,0.0
177,2019-09-08,9,63.69,75.0,0.48,0.0,1.67
178,2019-09-08,10,63.82,68.58,0.55,0.0,1.58
179,2019-09-08,11,63.6,68.25,0.31,0.01,1.75
180,2019-09-08,12,64.23,66.67,0.34,0.0,2.25
181,2019-09-08,13,63.83,64.83,0.62,0.0,2.42
182,2019-09-08,14,64.83,63.75,0.78,0.0,3.42
183,2019-09-08,15,65.09,63.33,0.27,0.0,2.0
184,2019-09-08,16,65.4,62.42,0.81,0.0,2.08
185,2019-09-08,17,64.87,64.92,0.57,0.0,1.17
186,2019-09-08,18,64.69,64.25,0.77,0.0,0.25
187,2019-09-08,19,64.43,66.25,0.24,0.0,0.0
188,2019-09-08,20,64.42,69.58,0.1,0.0,0.0
189,2019-09-08,21,64.4,72.92,0.35,0.0,0.0
190,2019-09-08,22,64.12,77.08,0.12,0.0,0.0
191,2019-09-08,23,63.84,78.42,0.15,0.0,0.0
192,2019-09-09,0,63.98,78.17,0.42,0.0,0.0
193,2019-09-09,1,63.58,80.25,0.38,0.0,0.0
194,2019-09-09,2,63.85,79.5,0.34,0.0,0.0
195,2019-09-09,3,63.91,77.08,0.22,0.0,0.0
196,2019-09-09,4,63.87,79.25,0.22,0.0,0.0
197,2019-09-09,5,63.75,80.67,0.21,0.0,0.0
198,2019-09-09,6,63.91,82.42,0.47,0.0,0.0
199,2019-09-09,7,64.54,81.67,0.71,0.0,0.75
200,2019-09-09,8,66.31,78.0,0.44,0.0,2.25
201,2019-09-09,9,67.43,74.67,0.38,0.0,3.0
202,2019-09-09,10,67.98,75.42,0.48,0.0,3.67
203,2019-09-09,11,69.12,73.83,0.68,0.0,4.25
204,2019-09-09,12,69.55,74.0,0.24,0.0,3.25
205,2019-09-09,13,71.17,71.67,0.28,0.0,4.67
206,2019-09-09,14,72.02,70.67,0.52,0.0,4.33
207,2019-09-09,15,71.19,73.25,1.41,0.0,3.42
208,2019-09-09,16,73.48,69.67,1.13,0.0,2.75
209,2019-09-09,17,72.81,72.0,0.45,0.0,1.17
210,2019-09-09,18,72.48,73.83,0.11,0.0,0.25
211,2019-09-09,19,70.55,78.92,0.3,0.0,0.0
212,2019-09-09,20,69.95,80.58,0.93,0.0,0.0
213,2019-09-09,21,72.02,76.58,0.65,0.0,0.0
214,2019-09-09,22,73.73,75.0,0.75,0.0,0.0
215,2019-09-09,23,74.52,74.5,0.77,0.0,0.0
216,2019-09-10,0,73.85,76.33,0.47,0.0,0.0
217,2019-09-10,1,73.67,76.08,0.41,0.0,0.0
218,2019-09-10,2,73.44,75.67,0.21,0.0,0.0
219,2019-09-10,3,73.32,74.75,0.14,0.0,0.0
220,2019-09-10,4,74.17,72.33,0.32,0.0,0.0
221,2019-09-10,5,74.08,72.08,0.54,0.0,0.0
222,2019-09-10,6,73.42,74.42,0.22,0.0,0.0
223,2019-09-10,7,69.77,84.42,0.62,0.0,0.08
224,2019-09-10,8,69.8,84.0,0.66,0.0,1.58
225,2019-09-10,9,74.26,73.5,0.42,0.0,3.08
226,2019-09-10,10,82.81,60.0,0.47,0.0,5.17
227,2019-09-10,11,89.03,51.67,0.69,0.0,6.08
228,2019-09-10,12,91.48,48.75,0.63,0.0,7.0
229,2019-09-10,13,93.18,45.67,0.95,0.0,8.0
230,2019-09-10,14,93.88,42.75,1.4,0.0,5.25
231,2019-09-10,15,93.49,41.0,1.27,0.0,4.25
232,2019-09-10,16,91.94,44.25,0.76,0.0,2.67
233,2019-09-10,17,88.83,51.58,0.67,0.0,1.58
234,2019-09-10,18,86.62,57.0,0.31,0.0,0.08
235,2019-09-10,19,84.7,61.58,0.13,0.0,0.0
236,2019-09-10,20,83.71,64.33,0.04,0.0,0.0
237,2019-09-10,21,82.88,66.42,0.06,0.0,0.0
238,2019-09-10,22,82.15,68.58,0.07,0.0,0.0
239,2019-09-10,23,81.31,70.42,0.03,0.0,0.0
240,2019-09-11,0,80.17,71.92,0.05,0.0,0.0
241,2019-09-11,1,79.32,73.42,0.02,0.0,0.0
242,2019-09-11,2,78.45,76.25,0.02,0.0,0.0
243,2019-09-11,3,77.68,78.75,0.03,0.0,0.0
244,2019-09-11,4,76.72,80.92,0.04,0.0,0.0
245,2019-09-11,5,76.6,81.0,0.01,0.0,0.0
246,2019-09-11,6,76.92,80.58,0.03,0.0,0.0
247,2019-09-11,7,78.21,77.42,0.05,0.0,0.75
248,2019-09-11,8,81.93,69.92,0.14,0.0,2.33
249,2019-09-11,9,85.45,63.33,0.17,0.0,3.58
250,2019-09-11,10,86.72,60.5,0.68,0.0,5.33
251,2019-09-11,11,90.26,53.92,0.68,0.0,5.92
252,2019-09-11,12,91.59,50.83,0.63,0.0,6.75
253,2019-09-11,13,93.58,44.33,0.96,0.0,8.33
254,2019-09-11,14,92.93,44.5,1.14,0.0,5.17
255,2019-09-11,15,91.48,46.83,1.06,0.0,2.75
256,2019-09-11,16,89.17,50.17,0.72,0.0,2.0
257,2019-09-11,17,88.2,53.33,0.63,0.0,0.83
258,2019-09-11,18,86.98,58.25,0.44,0.0,0.0
259,2019-09-11,19,85.37,61.75,0.37,0.0,0.0
260,2019-09-11,20,84.19,65.0,0.27,0.0,0.0
261,2019-09-11,21,83.32,67.0,0.19,0.0,0.0
262,2019-09-11,22,80.7,70.08,1.91,0.0,0.0
263,2019-09-11,23,71.72,81.67,1.57,0.04,0.0
264,2019-09-12,0,70.29,85.5,0.04,0.0,0.0
265,2019-09-12,1,67.49,89.5,0.27,0.0,0.0
266,2019-09-12,2,66.15,90.08,0.22,0.0,0.0
267,2019-09-12,3,67.13,87.75,0.26,0.0,0.0
268,2019-09-12,4,66.5,91.17,0.01,0.01,0.0
269,2019-09-12,5,68.2,90.58,0.01,0.0,0.0
270,2019-09-12,6,66.63,90.42,0.45,0.0,0.0
271,2019-09-12,7,65.23,92.08,0.19,0.0,0.33
272,2019-09-12,8,65.94,90.92,0.29,0.0,1.67
273,2019-09-12,9,68.62,86.08,0.17,0.0,2.75
274,2019-09-12,10,70.06,85.17,0.45,0.0,3.08
275,2019-09-12,11,71.26,83.42,0.35,0.0,3.25
276,2019-09-12,12,73.21,80.17,0.45,0.0,4.75
277,2019-09-12,13,75.79,75.33,0.47,0.0,7.83
278,2019-09-12,14,76.41,75.0,0.83,0.0,6.42
279,2019-09-12,15,77.7,73.33,0.37,0.0,3.67
280,2019-09-12,16,76.21,76.83,0.18,0.0,1.25
281,2019-09-12,17,75.94,78.0,0.18,0.0,1.42
282,2019-09-12,18,75.48,80.0,0.21,0.0,0.17
283,2019-09-12,19,75.36,79.92,1.06,0.0,0.0
284,2019-09-12,20,75.44,76.0,1.32,0.0,0.0
285,2019-09-12,21,78.13,70.67,2.18,0.0,0.0
286,2019-09-12,22,75.21,79.83,1.74,0.0,0.0
287,2019-09-12,23,75.45,78.58,0.58,0.0,0.0
288,2019-09-13,0,76.5,76.5,0.53,0.0,0.0
289,2019-09-13,1,75.86,77.75,0.38,0.0,0.0
290,2019-09-13,2,73.41,81.33,0.51,0.0,0.0
291,2019-09-13,3,71.78,84.42,0.03,0.0,0.0
292,2019-09-13,4,70.5,90.33,0.52,0.11,0.0
293,2019-09-13,5,69.62,94.5,0.03,0.32,0.0
294,2019-09-13,6,69.42,95.0,0.03,0.06,0.0
295,2019-09-13,7,70.33,95.58,0.05,0.0,0.17
296,2019-09-13,8,71.85,92.92,0.27,0.01,1.33
297,2019-09-13,9,71.64,88.17,0.44,0.0,2.0
298,2019-09-13,10,73.56,83.42,0.64,0.0,3.83
299,2019-09-13,11,78.85,68.17,1.1,0.0,6.25
300,2019-09-13,12,79.88,56.17,1.42,0.0,6.08
301,2019-09-13,13,79.96,49.33,1.71,0.0,7.83
302,2019-09-13,14,79.78,49.08,1.67,0.0,5.25
303,2019-09-13,15,78.39,48.92,1.32,0.0,4.58
304,2019-09-13,16,74.59,52.75,1.31,0.0,2.5
305,2019-09-13,17,73.71,52.42,0.91,0.0,1.58
306,2019-09-13,18,71.12,56.83,0.71,0.0,0.17
307,2019-09-13,19,68.77,60.17,0.46,0.0,0.0
308,2019-09-13,20,66.93,61.67,0.25,0.0,0.0
309,2019-09-13,21,65.66,62.83,0.06,0.0,0.0
310,2019-09-13,22,64.73,66.0,0.07,0.0,0.0
311,2019-09-13,23,63.87,68.92,0.12,0.0,0.0
312,2019-09-14,0,63.28,71.0,0.13,0.0,0.0
313,2019-09-14,1,62.47,72.92,0.01,0.0,0.0
314,2019-09-14,2,61.74,74.92,0.0,0.0,0.0
315,2019-09-14,3,61.38,75.83,0.01,0.0,0.0
316,2019-09-14,4,60.54,78.33,0.01,0.0,0.0
317,2019-09-14,5,59.52,81.42,0.0,0.0,0.0
318,2019-09-14,6,58.77,83.33,0.0,0.0,0.0
319,2019-09-14,7,61.91,76.25,0.04,0.0,0.75
320,2019-09-14,8,69.7,59.83,0.03,0.0,2.42
321,2019-09-14,9,72.55,52.25,0.17,0.0,3.67
322,2019-09-14,10,74.44,48.75,0.26,0.0,5.75
323,2019-09-14,11,77.06,45.08,0.3,0.0,6.25
324,2019-09-14,12,79.61,43.25,0.55,0.0,7.17
325,2019-09-14,13,81.64,43.25,0.62,0.0,7.25
326,2019-09-14,14,84.04,41.67,0.65,0.0,5.67
327,2019-09-14,15,85.53,41.92,0.5,0.0,4.67
328,2019-09-14,16,86.86,39.83,0.29,0.0,3.08
329,2019-09-14,17,83.66,43.92,0.37,0.0,1.42
330,2019-09-14,18,79.49,45.42,0.13,0.0,0.17
331,2019-09-14,19,77.1,50.25,0.02,0.0,0.0
332,2019-09-14,20,76.88,53.17,0.03,0.0,0.0
333,2019-09-14,21,75.8,55.58,0.02,0.0,0.0
334,2019-09-14,22,75.17,57.5,0.03,0.0,0.0
335,2019-09-14,23,74.38,59.42,0.19,0.0,0.0
336,2019-09-15,0,74.25,59.5,0.38,0.0,0.0
337,2019-09-15,1,69.9,76.58,0.62,0.12,0.0
338,2019-09-15,2,68.91,71.67,0.42,0.0,0.0
339,2019-09-15,3,69.51,66.83,0.42,0.01,0.0
340,2019-09-15,4,66.96,78.67,0.52,0.02,0.0
341,2019-09-15,5,64.4,88.92,0.92,0.1,0.0
342,2019-09-15,6,63.85,92.0,0.39,0.04,0.0
343,2019-09-15,7,64.1,91.08,0.48,0.01,0.0
344,2019-09-15,8,65.47,90.67,0.38,0.0,1.42
345,2019-09-15,9,68.13,85.17,1.15,0.0,2.75
346,2019-09-15,10,70.1,78.42,1.48,0.0,2.92
347,2019-09-15,11,71.27,76.75,0.77,0.0,3.42
348,2019-09-15,12,73.26,72.67,0.72,0.0,4.92
349,2019-09-15,13,77.23,65.17,0.6,0.0,7.08
350,2019-09-15,14,82.04,59.25,0.56,0.0,5.25
351,2019-09-15,15,83.22,59.25,0.24,0.0,3.67
352,2019-09-15,16,80.08,66.33,0.17,0.0,0.83
353,2019-09-15,17,77.62,71.75,0.05,0.0,0.0
354,2019-09-15,18,75.3,80.5,0.05,0.0,0.0
355,2019-09-15,19,74.69,81.5,0.0,0.0,0.0
356,2019-09-15,20,74.94,81.17,0.0,0.0,0.0
357,2019-09-15,21,74.08,83.5,0.0,0.0,0.0
358,2019-09-15,22,73.17,85.25,0.0,0.0,0.0
359,2019-09-15,23,72.3,87.08,0.0,0.0,0.0
360,2019-09-16,0,71.86,87.92,0.0,0.0,0.0
361,2019-09-16,1,71.77,88.42,0.0,0.0,0.0
362,2019-09-16,2,72.03,87.42,0.0,0.0,0.0
363,2019-09-16,3,71.1,88.17,0.01,0.0,0.0
364,2019-09-16,4,70.85,88.58,0.09,0.0,0.0
365,2019-09-16,5,70.3,90.08,0.51,0.0,0.0
366,2019-09-16,6,69.28,91.25,0.12,0.0,0.0
367,2019-09-16,7,67.62,93.58,0.45,0.0,0.33
368,2019-09-16,8,67.43,92.5,0.44,0.0,1.67
369,2019-09-16,9,69.27,87.0,0.24,0.0,2.08
370,2019-09-16,10,69.73,84.67,0.3,0.0,2.17
371,2019-09-16,11,69.14,83.67,0.65,0.0,2.67
372,2019-09-16,12,69.62,82.25,0.86,0.0,3.0
373,2019-09-16,13,71.12,79.33,0.56,0.0,4.08
374,2019-09-16,14,72.18,75.92,0.9,0.0,5.83
375,2019-09-16,15,74.55,70.08,0.79,0.0,4.92
376,2019-09-16,16,73.35,73.08,0.81,0.0,3.0
377,2019-09-16,17,69.62,80.67,0.65,0.0,1.5
378,2019-09-16,18,67.12,86.0,0.33,0.0,0.0
379,2019-09-16,19,66.89,86.5,0.34,0.0,0.0
380,2019-09-16,20,66.19,88.25,0.34,0.0,0.0
381,2019-09-16,21,66.11,88.92,0.08,0.0,0.0
382,2019-09-16,22,66.24,89.0,0.09,0.0,0.0
383,2019-09-16,23,66.27,88.92,0.12,0.0,0.0
384,2019-09-17,0,66.02,89.92,0.07,0.0,0.0
385,2019-09-17,1,65.19,92.42,0.05,0.0,0.0
386,2019-09-17,2,65.06,93.42,0.01,0.0,0.0
387,2019-09-17,3,65.18,93.42,0.04,0.0,0.0
388,2019-09-17,4,65.14,94.42,0.02,0.0,0.0
389,2019-09-17,5,65.34,92.67,0.03,0.0,0.0
390,2019-09-17,6,65.39,91.58,0.18,0.0,0.0
391,2019-09-17,7,66.17,89.67,0.42,0.0,0.75
392,2019-09-17,8,67.61,86.42,0.32,0.0,1.92
393,2019-09-17,9,67.99,86.5,0.29,0.0,1.75
394,2019-09-17,10,69.7,83.58,0.17,0.0,2.92
395,2019-09-17,11,71.41,80.17,0.66,0.0,5.25
396,2019-09-17,12,73.82,75.5,0.42,0.0,6.42
397,2019-09-17,13,73.69,75.33,0.57,0.0,6.58
398,2019-09-17,14,74.38,74.42,0.36,0.0,5.33
399,2019-09-17,15,74.68,71.75,0.29,0.0,4.08
400,2019-09-17,16,74.79,73.17,0.53,0.0,2.75
401,2019-09-17,17,72.64,78.92,0.26,0.0,1.17
402,2019-09-17,18,69.66,85.25,0.13,0.0,0.08
403,2019-09-17,19,68.91,84.58,0.07,0.0,0.0
404,2019-09-17,20,68.82,82.83,0.03,0.0,0.0
405,2019-09-17,21,68.43,87.75,0.32,0.0,0.0
406,2019-09-17,22,68.7,86.67,0.26,0.0,0.0
407,2019-09-17,23,68.27,86.58,0.26,0.0,0.0
408,2019-09-18,0,67.98,84.0,0.62,0.0,0.0
409,2019-09-18,1,67.68,83.33,1.01,0.0,0.0
410,2019-09-18,2,67.52,80.17,1.38,0.0,0.0
411,2019-09-18,3,66.42,82.25,0.56,0.0,0.0
412,2019-09-18,4,65.34,81.92,0.11,0.0,0.0
413,2019-09-18,5,64.43,83.33,0.06,0.0,0.0
414,2019-09-18,6,64.98,81.5,0.05,0.0,0.0
415,2019-09-18,7,66.41,79.0,0.11,0.0,0.42
416,2019-09-18,8,74.79,63.0,0.01,0.0,2.08
417,2019-09-18,9,75.73,60.5,0.18,0.0,3.42
418,2019-09-18,10,78.72,54.75,0.28,0.0,5.25
419,2019-09-18,11,79.55,55.0,0.27,0.0,5.42
420,2019-09-18,12,81.77,52.67,0.34,0.0,6.33
421,2019-09-18,13,78.57,58.42,0.87,0.0,6.42
422,2019-09-18,14,78.02,61.42,0.85,0.0,5.75
423,2019-09-18,15,77.29,62.08,0.87,0.0,4.25
424,2019-09-18,16,78.34,58.75,1.02,0.0,2.83
425,2019-09-18,17,76.25,62.25,1.0,0.0,1.08
426,2019-09-18,18,74.42,63.58,1.18,0.0,0.0
427,2019-09-18,19,73.47,64.92,0.62,0.0,0.0
428,2019-09-18,20,72.51,71.33,0.7,0.0,0.0
429,2019-09-18,21,75.43,54.58,1.22,0.0,0.0
430,2019-09-18,22,75.09,54.25,0.7,0.0,0.0
431,2019-09-18,23,74.16,56.5,0.36,0.0,0.0
432,2019-09-19,0,72.91,58.5,0.1,0.0,0.0
433,2019-09-19,1,70.84,60.75,0.03,0.0,0.0
434,2019-09-19,2,71.11,55.0,0.21,0.0,0.0
435,2019-09-19,3,70.61,54.83,0.18,0.0,0.0
436,2019-09-19,4,69.01,58.25,0.04,0.0,0.0
437,2019-09-19,5,68.31,58.33,0.11,0.0,0.0
438,2019-09-19,6,67.53,60.08,0.11,0.0,0.0
439,2019-09-19,7,68.63,57.75,0.04,0.0,0.58
440,2019-09-19,8,76.6,46.17,0.06,0.0,2.42
441,2019-09-19,9,80.62,42.08,0.09,0.0,3.42
442,2019-09-19,10,83.71,40.08,0.13,0.0,5.25
443,2019-09-19,11,86.26,38.92,0.2,0.0,5.42
444,2019-09-19,12,84.72,43.17,0.09,0.0,5.75
445,2019-09-19,13,83.96,44.92,0.2,0.0,5.92
446,2019-09-19,14,79.8,50.42,0.09,0.0,3.25
447,2019-09-19,15,78.88,48.0,0.05,0.0,3.0
448,2019-09-19,16,81.38,45.08,0.08,0.0,2.67
449,2019-09-19,17,76.93,52.67,0.07,0.0,0.92
